number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0004280,Closed,False,0,0,8,False,Caller 2637,Opened by  108,8/3/2016 13:24,Created by 52,8/3/2016 13:27,Updated by 908,24/3/2016 18:41,Phone,Location 108,Category 23,Subcategory 3,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 153,9/3/2016 10:21,24/3/2016 18:41
INC0004281,Closed,False,0,0,2,False,Caller 4968,Opened by  386,8/3/2016 13:24,?,?,Updated by 908,24/3/2016 18:41,Phone,Location 161,Category 42,Subcategory 224,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 114,8/3/2016 17:19,24/3/2016 18:41
INC0004282,Closed,False,0,0,3,False,Caller 1575,Opened by  40,8/3/2016 13:25,Created by 20,8/3/2016 13:26,Updated by 908,24/3/2016 18:41,Phone,Location 161,Category 53,Subcategory 117,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 22,8/3/2016 13:38,24/3/2016 18:41
INC0004284,Closed,False,3,0,12,False,Caller 807,Opened by  59,8/3/2016 13:26,Created by 34,8/3/2016 13:30,Updated by 908,24/3/2016 18:50,Phone,Location 93,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,14/3/2016 10:18,24/3/2016 18:50
INC0004286,Closed,False,6,0,24,False,Caller 3574,Opened by  40,8/3/2016 13:26,?,?,Updated by 908,24/4/2016 11:10,Phone,Location 111,Category 42,Subcategory 106,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,Resolver 141,True,True,Do Not Notify,?,?,?,?,code 9,Resolved by 127,19/4/2016 11:07,24/4/2016 11:10
INC0004287,Closed,False,0,0,3,False,Caller 4391,Opened by  55,8/3/2016 13:26,Created by 30,8/3/2016 13:29,Updated by 908,23/5/2016 11:07,Phone,Location 111,Category 26,Subcategory 175,Symptom 232,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 58,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,9/3/2016 16:00,23/5/2016 11:07
INC0004289,Closed,False,4,0,8,False,Caller 2316,Opened by  501,8/3/2016 13:27,?,?,Updated by 908,24/3/2016 18:50,Phone,Location 93,Category 62,Subcategory 192,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 74,Resolver 53,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 50,11/3/2016 16:03,24/3/2016 18:50
INC0004292,Closed,False,0,0,4,False,Caller 2453,Opened by  536,8/3/2016 13:30,Created by 233,8/3/2016 13:34,Updated by 908,24/3/2016 18:41,Phone,Location 241,Category 53,Subcategory 303,Symptom 311,cmdb_ci 35,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 231,8/3/2016 14:05,24/3/2016 18:41
INC0004293,Closed,False,3,0,9,False,Caller 5245,Opened by  59,8/3/2016 13:30,Created by 34,8/3/2016 13:38,Updated by 908,24/3/2016 18:41,Phone,Location 161,Category 53,Subcategory 117,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 227,9/3/2016 15:57,24/3/2016 18:41
INC0004295,Closed,False,7,0,19,False,Caller 3747,Opened by  55,8/3/2016 13:31,Created by 30,8/3/2016 13:52,Updated by 908,26/3/2016 15:59,Phone,Location 204,Category 53,Subcategory 50,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,21/3/2016 15:22,26/3/2016 15:59
INC0004296,Closed,False,2,0,6,False,Caller 2428,Opened by  301,8/3/2016 13:31,Created by 129,8/3/2016 13:36,Updated by 908,24/3/2016 18:50,Phone,Location 93,Category 20,Subcategory 125,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,10/3/2016 10:27,24/3/2016 18:50
INC0004297,Closed,False,1,0,3,False,Caller 374,Opened by  17,8/3/2016 13:32,Created by 10,8/3/2016 13:42,Updated by 908,24/3/2016 18:41,Phone,Location 113,Category 45,Subcategory 200,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,?,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,9/3/2016 00:50,24/3/2016 18:41
INC0004298,Closed,False,0,0,1,False,Caller 4335,Opened by  386,8/3/2016 13:33,?,?,Updated by 908,24/3/2016 18:41,Phone,Location 15,Category 42,Subcategory 31,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 127,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 169,?,24/3/2016 18:41
INC0004299,Closed,False,0,0,1,False,Caller 5306,Opened by  108,8/3/2016 13:34,?,?,Updated by 908,24/3/2016 18:41,Phone,Location 143,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 52,?,24/3/2016 18:41
INC0004300,Closed,False,0,0,1,False,Caller 1338,Opened by  301,8/3/2016 13:38,?,?,Updated by 908,24/3/2016 18:41,Phone,Location 51,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 133,?,24/3/2016 18:41
INC0004304,Closed,False,0,0,5,False,Caller 5306,Opened by  108,8/3/2016 13:43,?,?,Updated by 908,24/3/2016 18:41,Phone,Location 143,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 5,9/3/2016 01:11,24/3/2016 18:41
INC0004305,Closed,False,13,0,42,False,Caller 1326,Opened by  59,8/3/2016 13:43,Created by 34,8/3/2016 13:48,Updated by 908,20/4/2016 10:07,Phone,Location 51,Category 46,Subcategory 255,Symptom 280,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 176,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 159,15/4/2016 09:44,20/4/2016 10:07
INC0004306,Closed,False,1,0,3,False,Caller 3368,Opened by  59,8/3/2016 13:45,Created by 34,8/3/2016 14:06,Updated by 908,24/3/2016 18:41,Phone,Location 93,Category 44,Subcategory 54,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 5,Resolver 176,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 159,8/3/2016 14:36,24/3/2016 18:41
INC0004307,Closed,False,0,0,3,False,Caller 3903,Opened by  108,8/3/2016 13:47,?,?,Updated by 908,24/3/2016 18:41,Phone,Location 51,Category 44,Subcategory 54,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 52,8/3/2016 13:58,24/3/2016 18:41
INC0004309,Closed,False,2,0,5,False,Caller 3864,Opened by  386,8/3/2016 13:47,Created by 167,8/3/2016 14:08,Updated by 908,24/3/2016 18:41,Phone,Location 93,Category 42,Subcategory 31,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,?,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,9/3/2016 00:47,24/3/2016 18:41
INC0004317,Closed,False,3,0,8,False,Caller 2366,Opened by  40,8/3/2016 13:53,Created by 20,8/3/2016 13:57,Updated by 908,24/3/2016 18:59,Phone,Location 111,Category 53,Subcategory 271,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,15/3/2016 11:58,24/3/2016 18:59
INC0004319,Closed,False,0,0,2,False,Caller 1776,Opened by  168,8/3/2016 13:56,?,?,Updated by 908,24/3/2016 18:41,Phone,Location 161,Category 23,Subcategory 75,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 134,8/3/2016 23:15,24/3/2016 18:41
INC0004320,Closed,False,2,0,19,False,Caller 461,Opened by  59,8/3/2016 13:57,?,?,Updated by 908,24/4/2016 11:07,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 72,Resolver 141,True,True,Do Not Notify,?,?,?,?,code 9,Resolved by 127,19/4/2016 10:56,24/4/2016 11:07
INC0004322,Closed,False,0,0,4,False,Caller 4473,Opened by  55,8/3/2016 13:58,Created by 30,8/3/2016 14:20,Updated by 908,24/3/2016 18:41,Phone,Location 108,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 214,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 195,8/3/2016 15:32,24/3/2016 18:41
INC0004324,Closed,False,1,0,5,False,Caller 3141,?,8/3/2016 13:59,Created by 89,8/3/2016 14:05,Updated by 908,24/3/2016 18:41,Phone,Location 204,Category 53,Subcategory 130,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 58,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 69,9/3/2016 10:14,24/3/2016 18:41
INC0004327,Closed,False,0,0,3,False,Caller 1775,Opened by  444,8/3/2016 14:00,Created by 193,8/3/2016 14:02,Updated by 908,24/3/2016 18:41,Phone,Location 143,Category 8,Subcategory 156,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 53,Resolver 212,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 193,8/3/2016 15:36,24/3/2016 18:41
INC0004329,Closed,False,0,0,8,False,Caller 4913,Opened by  17,8/3/2016 14:02,?,?,Updated by 908,24/3/2016 18:59,Phone,Location 143,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,18/3/2016 09:51,24/3/2016 18:59
INC0004330,Closed,False,2,0,6,False,Caller 4514,Opened by  444,8/3/2016 14:05,Created by 193,8/3/2016 14:11,Updated by 908,24/3/2016 18:41,Phone,Location 143,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,?,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 190,9/3/2016 13:52,24/3/2016 18:41
INC0004332,Closed,False,1,0,5,False,Caller 1563,Opened by  59,8/3/2016 14:08,Created by 34,8/3/2016 14:17,Updated by 908,24/3/2016 18:50,Phone,Location 143,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 215,14/3/2016 10:39,24/3/2016 18:50
INC0004333,Closed,False,4,0,13,False,Caller 4552,Opened by  59,8/3/2016 14:10,Created by 34,8/3/2016 14:19,Updated by 908,26/3/2016 17:59,Phone,Location 51,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,21/3/2016 17:39,26/3/2016 17:59
INC0004334,Closed,False,0,0,1,False,Caller 5199,Opened by  386,8/3/2016 14:13,?,?,Updated by 908,24/3/2016 18:41,Phone,Location 196,Category 42,Subcategory 31,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 127,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 169,?,24/3/2016 18:41
INC0004335,Closed,False,4,0,11,False,Caller 1840,Opened by  59,8/3/2016 14:14,Created by 34,8/3/2016 14:18,Updated by 908,24/3/2016 18:59,Phone,Location 143,Category 28,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 71,16/3/2016 14:20,24/3/2016 18:59
INC0004336,Closed,False,0,0,2,False,Caller 3921,?,8/3/2016 14:15,Created by 89,8/3/2016 14:19,Updated by 908,24/3/2016 18:41,Phone,Location 143,Category 9,Subcategory 164,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 215,8/3/2016 15:16,24/3/2016 18:41
INC0004337,Closed,False,0,0,3,False,Caller 4893,Opened by  108,8/3/2016 14:16,?,?,Updated by 908,24/3/2016 18:41,Phone,Location 204,Category 43,Subcategory 107,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 56,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 52,8/3/2016 14:53,24/3/2016 18:41
INC0004339,Closed,False,3,0,12,False,Caller 1840,Opened by  59,8/3/2016 14:18,Created by 34,8/3/2016 14:20,Updated by 908,28/3/2016 14:59,Phone,Location 143,Category 53,Subcategory 303,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 78,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 71,23/3/2016 14:29,28/3/2016 14:59
INC0004341,Closed,False,4,0,11,False,Caller 5368,Opened by  402,8/3/2016 14:20,Created by 172,8/3/2016 14:36,Updated by 908,24/3/2016 18:59,Phone,Location 143,Category 26,Subcategory 164,Symptom 429,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 152,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 136,15/3/2016 08:52,24/3/2016 18:59
INC0004342,Closed,False,4,0,11,False,Caller 4473,Opened by  55,8/3/2016 14:20,?,?,Updated by 908,24/3/2016 18:59,Phone,Location 108,Category 53,Subcategory 80,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 133,18/3/2016 11:42,24/3/2016 18:59
INC0004343,Closed,False,0,0,9,False,Caller 1434,Opened by  59,8/3/2016 14:21,?,?,Updated by 908,24/3/2016 18:59,Phone,Location 143,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 21,16/3/2016 12:57,24/3/2016 18:59
INC0004345,Closed,False,1,0,12,False,Caller 1480,Opened by  59,8/3/2016 14:25,Created by 34,8/3/2016 14:37,Updated by 908,4/4/2016 16:59,Phone,Location 204,Category 42,Subcategory 106,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,True,True,Do Not Notify,?,?,?,?,code 6,Resolved by 177,30/3/2016 16:37,4/4/2016 16:59
INC0004346,Closed,False,1,0,7,False,Caller 1865,Opened by  172,8/3/2016 14:25,?,?,Updated by 908,27/3/2016 11:59,Email,Location 107,Category 28,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 119,True,True,Send Email,?,?,?,?,code 15,Resolved by 181,22/3/2016 11:37,27/3/2016 11:59
INC0004347,Closed,False,1,0,8,False,Caller 1865,Opened by  172,8/3/2016 14:25,?,?,Updated by 908,27/3/2016 11:59,Email,Location 107,Category 28,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 119,True,True,Send Email,?,?,?,?,code 15,Resolved by 181,22/3/2016 11:38,27/3/2016 11:59
INC0004348,Closed,False,5,1,24,False,Caller 2426,Opened by  17,8/3/2016 14:26,?,?,Updated by 908,24/3/2016 18:59,Phone,Location 161,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 103,19/3/2016 06:49,24/3/2016 18:59
INC0004349,Closed,False,2,0,9,False,Caller 2751,Opened by  59,8/3/2016 14:30,Created by 34,8/3/2016 14:33,Updated by 908,24/3/2016 18:59,Phone,Location 143,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 215,16/3/2016 14:43,24/3/2016 18:59
INC0004350,Closed,False,3,0,13,False,Caller 5368,Opened by  402,8/3/2016 14:31,Created by 172,8/3/2016 14:36,Updated by 908,26/3/2016 17:59,Phone,Location 143,Category 26,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,21/3/2016 17:41,26/3/2016 17:59
INC0004351,Closed,False,5,0,19,False,Caller 5368,Opened by  402,8/3/2016 14:31,?,?,Updated by 908,26/3/2016 15:59,Phone,Location 143,Category 26,Subcategory 164,Symptom 387,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 133,21/3/2016 15:19,26/3/2016 15:59
INC0004352,Closed,False,5,0,10,False,Caller 4919,Opened by  17,8/3/2016 14:31,?,?,Updated by 908,27/3/2016 13:59,Phone,Location 143,Category 61,Subcategory 164,Symptom 474,?,2 - Medium,2 - Medium,3 - Moderate,Group 74,Resolver 145,True,True,Do Not Notify,?,?,?,?,code 9,Resolved by 130,22/3/2016 13:44,27/3/2016 13:59
INC0004353,Closed,False,1,0,10,False,Caller 4046,Opened by  301,8/3/2016 14:32,?,?,Updated by 908,26/3/2016 15:59,Phone,Location 93,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 133,21/3/2016 15:21,26/3/2016 15:59
INC0004354,Closed,False,0,0,1,False,Caller 999,Opened by  55,8/3/2016 14:34,?,?,Updated by 908,24/3/2016 18:41,Phone,Location 204,Category 20,Subcategory 125,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 28,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 27,?,24/3/2016 18:41
INC0004355,Closed,False,2,0,26,False,Caller 1511,Opened by  59,8/3/2016 14:36,Created by 34,8/3/2016 14:43,Updated by 908,23/4/2016 12:07,Phone,Location 93,Category 46,Subcategory 261,Symptom 258,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 176,False,True,Do Not Notify,?,?,?,?,code 6,Resolved by 159,18/4/2016 11:32,23/4/2016 12:07
INC0004356,Closed,False,7,0,16,False,Caller 1480,Opened by  59,8/3/2016 14:37,?,?,Updated by 908,26/3/2016 15:59,Phone,Location 204,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 133,21/3/2016 15:22,26/3/2016 15:59
INC0004359,Closed,False,1,0,9,False,Caller 486,Opened by  59,8/3/2016 14:39,Created by 34,8/3/2016 14:42,Updated by 908,24/3/2016 18:59,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 13,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,18/3/2016 10:54,24/3/2016 18:59
INC0004361,Closed,False,2,0,5,False,Caller 93,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 14:58,Updated by 908,24/3/2016 18:41,Phone,Location 161,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 159,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 143,9/3/2016 14:33,24/3/2016 18:41
INC0004362,Closed,False,2,0,6,False,Caller 3629,Opened by  17,8/3/2016 14:43,Created by 10,8/3/2016 14:48,Updated by 908,24/3/2016 18:50,Phone,Location 204,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 59,Resolver 137,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 123,14/3/2016 10:38,24/3/2016 18:50
INC0004363,Closed,False,7,0,29,False,Caller 377,Opened by  59,8/3/2016 14:43,Created by 34,8/3/2016 15:04,Updated by 908,24/3/2016 18:59,Phone,Location 204,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 140,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,15/3/2016 12:18,24/3/2016 18:59
INC0004364,Closed,False,2,0,8,False,Caller 3271,Opened by  59,8/3/2016 14:46,Created by 34,8/3/2016 14:49,Updated by 908,24/3/2016 18:50,Phone,Location 204,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,10/3/2016 14:59,24/3/2016 18:50
INC0004365,Closed,False,1,0,11,False,Caller 2416,Opened by  55,8/3/2016 14:50,Created by 30,8/3/2016 15:01,Updated by 908,24/3/2016 18:50,Phone,Location 204,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 187,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,11/3/2016 01:54,24/3/2016 18:50
INC0004367,Closed,False,2,0,8,False,Caller 93,Opened by  59,8/3/2016 14:51,Created by 34,8/3/2016 14:58,Updated by 908,24/3/2016 18:50,Phone,Location 161,Category 46,Subcategory 94,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 216,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 197,10/3/2016 17:07,24/3/2016 18:50
INC0004368,Closed,False,2,0,15,False,Caller 2833,Opened by  17,8/3/2016 14:53,Created by 10,8/3/2016 15:00,Updated by 908,26/3/2016 15:59,Phone,Location 204,Category 46,Subcategory 259,Symptom 272,?,2 - Medium,2 - Medium,3 - Moderate,Group 6,Resolver 237,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 216,21/3/2016 15:19,26/3/2016 15:59
INC0004370,Closed,False,1,0,4,False,Caller 1826,Opened by  108,8/3/2016 14:56,?,?,Updated by 908,24/3/2016 18:41,Phone,Location 161,Category 61,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,Resolver 168,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 151,8/3/2016 16:54,24/3/2016 18:41
INC0004371,Closed,False,0,0,5,False,Caller 1975,Opened by  108,8/3/2016 14:57,Created by 52,8/3/2016 15:01,Updated by 908,24/3/2016 18:41,Phone,Location 161,Category 61,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 81,8/3/2016 16:50,24/3/2016 18:41
INC0004373,Closed,False,7,0,12,False,Caller 3170,Opened by  301,8/3/2016 15:00,Created by 129,8/3/2016 15:44,Updated by 908,24/3/2016 18:50,Phone,Location 93,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 188,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 171,10/3/2016 18:38,24/3/2016 18:50
INC0004375,Closed,False,3,0,8,False,Caller 225,Opened by  108,8/3/2016 15:01,Created by 52,8/3/2016 15:08,Updated by 908,23/5/2016 11:07,Phone,Location 204,Category 26,Subcategory 175,Symptom 232,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 58,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 126,14/3/2016 09:37,23/5/2016 11:07
INC0004377,Closed,False,4,0,19,False,Caller 5533,Opened by  402,8/3/2016 15:03,Created by 172,8/3/2016 15:10,Updated by 16,18/4/2016 16:13,Phone,Location 41,Category 42,Subcategory 106,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 57,Resolver 155,True,True,Do Not Notify,?,?,?,?,code 8,Resolved by 139,13/4/2016 16:42,18/4/2016 16:13
INC0004378,Closed,False,1,0,7,False,Caller 1865,Opened by  172,8/3/2016 15:04,?,?,Updated by 908,27/3/2016 11:59,Email,Location 107,Category 28,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 119,True,True,Send Email,?,?,?,?,code 15,Resolved by 181,22/3/2016 11:40,27/3/2016 11:59
INC0004380,Closed,False,2,0,6,False,Caller 521,Opened by  59,8/3/2016 15:07,Created by 34,8/3/2016 15:12,Updated by 908,24/3/2016 18:50,Phone,Location 93,Category 40,Subcategory 43,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,Resolver 69,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 62,11/3/2016 08:44,24/3/2016 18:50
INC0004381,Closed,False,0,0,2,False,Caller 141,Opened by  44,8/3/2016 15:09,Created by 23,8/3/2016 15:12,Updated by 908,24/3/2016 18:41,Phone,Location 161,Category 53,Subcategory 130,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 22,8/3/2016 15:13,24/3/2016 18:41
INC0004382,Closed,False,1,0,5,False,Caller 5117,Opened by  108,8/3/2016 15:09,Created by 52,8/3/2016 15:14,Updated by 908,24/3/2016 18:41,Phone,Location 99,Category 26,Subcategory 175,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,?,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 121,9/3/2016 10:48,24/3/2016 18:41
INC0004383,Closed,False,0,0,1,False,Caller 4047,Opened by  386,8/3/2016 15:09,?,?,Updated by 908,24/3/2016 18:41,Phone,Location 204,Category 43,Subcategory 105,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 169,?,24/3/2016 18:41
INC0004387,Closed,False,6,0,18,False,Caller 1550,Opened by  59,8/3/2016 15:14,?,?,Updated by 908,27/3/2016 09:59,Phone,Location 235,Category 53,Subcategory 82,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 203,True,True,Do Not Notify,?,?,?,?,code 5,Resolved by 184,22/3/2016 09:47,27/3/2016 09:59
INC0004388,Closed,False,1,0,5,False,Caller 2095,Opened by  108,8/3/2016 15:15,Created by 52,8/3/2016 15:18,Updated by 908,24/3/2016 18:41,Phone,Location 161,Category 45,Subcategory 200,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,?,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 170,9/3/2016 01:18,24/3/2016 18:41
INC0004389,Closed,False,4,0,14,False,Caller 1077,Opened by  108,8/3/2016 15:15,Created by 52,8/3/2016 15:32,Updated by 908,24/3/2016 18:41,Phone,Location 128,Category 45,Subcategory 200,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,9/3/2016 15:44,24/3/2016 18:41
INC0004390,Closed,False,1,0,10,False,Caller 5232,Opened by  59,8/3/2016 15:18,Created by 34,8/3/2016 15:23,Updated by 908,24/3/2016 18:50,Phone,Location 108,Category 53,Subcategory 117,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 153,11/3/2016 13:26,24/3/2016 18:50
INC0004392,Closed,False,0,0,5,False,Caller 4353,Opened by  174,8/3/2016 15:19,Created by 79,8/3/2016 15:21,Updated by 908,24/3/2016 18:59,Phone,Location 38,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,16/3/2016 09:54,24/3/2016 18:59
